rank,event_id,amount,failure_code,cause,strategy,recovery_probability,expected_recovered_amount,intervention_cost,expected_value,initial_action,final_action,safe_to_execute,rules_triggered
4731,PAY_03467,9764.46,other,Other failure,Escalate for review,0.1198,1169.78,25.0,1144.78,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4732,PAY_02151,2346.16,checkout_abandon,Checkout abandonment,Send payment link,0.4883,1145.63,1.0,1144.63,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4733,PAY_03761,1603.47,gateway_timeout,Gateway timeout,Retry immediately,0.7147,1146.0,2.0,1144.0,retry_now,retry_now,True,['All safety checks passed']
4734,PAY_06752,2164.78,checkout_abandon,Checkout abandonment,Send payment link,0.5287,1144.52,1.0,1143.52,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4735,PAY_02428,1404.16,gateway_timeout,Gateway timeout,Retry immediately,0.8154,1144.95,2.0,1142.95,retry_now,retry_now,True,['All safety checks passed']
4736,PAY_01190,2171.25,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5273,1144.9,2.0,1142.9,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4737,PAY_07029,1923.23,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5953,1144.9,2.0,1142.9,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4738,PAY_03031,2262.47,insufficient_funds,Insufficient funds,Retry after 24 hours,0.506,1144.81,2.0,1142.81,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4739,PAY_07911,4534.33,card_expired,Card expired,Request payment method update,0.2572,1166.23,25.0,1141.23,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4740,PAY_09521,1406.46,gateway_timeout,Gateway timeout,Retry immediately,0.8128,1143.17,2.0,1141.17,retry_now,retry_now,True,['All safety checks passed']
4741,PAY_04584,9064.42,other,Other failure,Escalate for review,0.1284,1163.87,25.0,1138.87,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4742,PAY_07422,2153.42,mandate_expired,Mandate expired,Send re-authorization link,0.5293,1139.81,1.0,1138.81,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4743,PAY_02746,7975.57,card_expired,Card expired,Request payment method update,0.1459,1163.64,25.0,1138.64,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4744,PAY_06657,1670.66,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6826,1140.39,2.0,1138.39,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4745,PAY_08368,1477.13,gateway_timeout,Gateway timeout,Retry immediately,0.7716,1139.75,2.0,1137.75,retry_now,retry_now,True,['All safety checks passed']
4746,PAY_04859,1472.93,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7737,1139.61,2.0,1137.61,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4747,PAY_08291,2063.34,checkout_abandon,Checkout abandonment,Send payment link,0.5518,1138.55,1.0,1137.55,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4748,PAY_08246,1656.36,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6878,1139.24,2.0,1137.24,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4749,PAY_02748,1562.72,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7289,1139.07,2.0,1137.07,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4750,PAY_07828,2066.55,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5507,1138.05,2.0,1136.05,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4751,PAY_06928,1986.34,mandate_expired,Mandate expired,Send re-authorization link,0.5724,1136.98,1.0,1135.98,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4752,PAY_02006,7682.68,card_expired,Card expired,Request payment method update,0.1511,1160.85,25.0,1135.85,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4753,PAY_07380,1934.34,checkout_abandon,Checkout abandonment,Send payment link,0.5873,1136.04,1.0,1135.04,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4754,PAY_09230,1642.36,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6921,1136.68,2.0,1134.68,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4755,PAY_01797,1802.16,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6303,1135.9,2.0,1133.9,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4756,PAY_06551,2513.89,checkout_abandon,Checkout abandonment,Send payment link,0.4512,1134.27,1.0,1133.27,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4757,PAY_02202,2094.74,checkout_abandon,Checkout abandonment,Send payment link,0.5412,1133.67,1.0,1132.67,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4758,PAY_03283,1432.07,gateway_timeout,Gateway timeout,Retry immediately,0.7921,1134.34,2.0,1132.34,retry_now,retry_now,True,['All safety checks passed']
4759,PAY_09933,1926.84,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5883,1133.56,2.0,1131.56,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4760,PAY_03507,2085.61,checkout_abandon,Checkout abandonment,Send payment link,0.5428,1132.07,1.0,1131.07,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4761,PAY_09275,1820.21,insufficient_funds,Insufficient funds,Retry after 24 hours,0.622,1132.17,2.0,1130.17,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4762,PAY_01690,5985.54,card_expired,Card expired,Request payment method update,0.1929,1154.61,25.0,1129.61,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4763,PAY_00493,1877.69,mandate_expired,Mandate expired,Send re-authorization link,0.602,1130.37,1.0,1129.37,send_payment_link,send_payment_link,True,['All safety checks passed']
4764,PAY_04922,5721.49,card_expired,Card expired,Request payment method update,0.2016,1153.45,25.0,1128.45,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4765,PAY_01867,2028.42,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5573,1130.44,2.0,1128.44,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4766,PAY_06750,1728.19,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6541,1130.41,2.0,1128.41,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4767,PAY_07009,1790.33,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6313,1130.24,2.0,1128.24,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4768,PAY_07789,1788.97,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6317,1130.09,2.0,1128.09,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4769,PAY_02390,2390.01,checkout_abandon,Checkout abandonment,Send payment link,0.472,1128.08,1.0,1127.08,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4770,PAY_01212,1532.98,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7364,1128.89,2.0,1126.89,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4771,PAY_06322,1942.0,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5813,1128.88,2.0,1126.88,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4772,PAY_06195,1584.97,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7112,1127.23,2.0,1125.23,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4773,PAY_08949,1647.21,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6842,1127.02,2.0,1125.02,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4774,PAY_09013,1725.39,insufficient_funds,Insufficient funds,Retry after 24 hours,0.653,1126.68,2.0,1124.68,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4775,PAY_09946,2269.98,mandate_expired,Mandate expired,Send re-authorization link,0.4959,1125.68,1.0,1124.68,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4776,PAY_02210,1619.46,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6954,1126.17,2.0,1124.17,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4777,PAY_05907,2635.05,checkout_abandon,Checkout abandonment,Send payment link,0.4267,1124.38,1.0,1123.38,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4778,PAY_00078,2929.5,checkout_abandon,Checkout abandonment,Send payment link,0.3837,1124.05,1.0,1123.05,send_payment_link,send_payment_link,True,['All safety checks passed']
4779,PAY_07075,8145.92,card_expired,Card expired,Request payment method update,0.1409,1147.76,25.0,1122.76,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4780,PAY_03961,9261.04,other,Other failure,Escalate for review,0.1238,1146.52,25.0,1121.52,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4781,PAY_00476,1780.75,mandate_expired,Mandate expired,Send re-authorization link,0.6301,1122.05,1.0,1121.05,send_payment_link,send_payment_link,True,['All safety checks passed']
4782,PAY_07093,5743.81,card_expired,Card expired,Request payment method update,0.1994,1145.32,25.0,1120.32,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4783,PAY_01639,2520.79,mandate_expired,Mandate expired,Send re-authorization link,0.4447,1121.0,1.0,1120.0,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4784,PAY_05874,2556.84,mandate_expired,Mandate expired,Send re-authorization link,0.4384,1120.92,1.0,1119.92,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4785,PAY_07874,1424.05,gateway_timeout,Gateway timeout,Retry immediately,0.7875,1121.44,2.0,1119.44,retry_now,retry_now,True,['All safety checks passed']
4786,PAY_00408,5730.54,card_expired,Card expired,Request payment method update,0.1997,1144.39,25.0,1119.39,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4787,PAY_03752,1329.06,gateway_timeout,Gateway timeout,Retry immediately,0.8433,1120.8,2.0,1118.8,retry_now,retry_now,True,['All safety checks passed']
4788,PAY_08483,3036.01,checkout_abandon,Checkout abandonment,Send payment link,0.3688,1119.68,1.0,1118.68,send_payment_link,send_payment_link,True,['All safety checks passed']
4789,PAY_03610,2404.59,checkout_abandon,Checkout abandonment,Send payment link,0.4656,1119.58,1.0,1118.58,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4790,PAY_08863,1706.58,checkout_abandon,Checkout abandonment,Send payment link,0.6558,1119.18,1.0,1118.18,send_payment_link,send_payment_link,True,['All safety checks passed']
4791,PAY_09831,1766.85,checkout_abandon,Checkout abandonment,Send payment link,0.6334,1119.12,1.0,1118.12,send_payment_link,send_payment_link,True,['All safety checks passed']
4792,PAY_00806,7510.26,card_expired,Card expired,Request payment method update,0.1522,1143.06,25.0,1118.06,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4793,PAY_02884,7823.28,other,Other failure,Escalate for review,0.1461,1142.98,25.0,1117.98,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4794,PAY_07138,1430.92,gateway_timeout,Gateway timeout,Retry immediately,0.7826,1119.84,2.0,1117.84,retry_now,retry_now,True,['All safety checks passed']
4795,PAY_00972,2248.15,insufficient_funds,Insufficient funds,Retry after 24 hours,0.4981,1119.8,2.0,1117.8,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4796,PAY_00546,2132.1,checkout_abandon,Checkout abandonment,Send payment link,0.5246,1118.5,1.0,1117.5,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4797,PAY_07727,2011.3,checkout_abandon,Checkout abandonment,Send payment link,0.5558,1117.88,1.0,1116.88,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4798,PAY_08197,2944.23,mandate_expired,Mandate expired,Send re-authorization link,0.3796,1117.63,1.0,1116.63,send_payment_link,send_payment_link,True,['All safety checks passed']
4799,PAY_07630,1846.39,checkout_abandon,Checkout abandonment,Send payment link,0.6052,1117.44,1.0,1116.44,send_payment_link,send_payment_link,True,['All safety checks passed']
4800,PAY_06027,2732.74,insufficient_funds,Insufficient funds,Retry after 24 hours,0.4092,1118.24,2.0,1116.24,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4801,PAY_06162,1322.76,gateway_timeout,Gateway timeout,Retry immediately,0.8451,1117.86,2.0,1115.86,retry_now,retry_now,True,['All safety checks passed']
4802,PAY_01402,1808.15,checkout_abandon,Checkout abandonment,Send payment link,0.6176,1116.71,1.0,1115.71,send_payment_link,send_payment_link,True,['All safety checks passed']
4803,PAY_01061,2143.86,checkout_abandon,Checkout abandonment,Send payment link,0.5207,1116.31,1.0,1115.31,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4804,PAY_06572,8744.25,other,Other failure,Escalate for review,0.1304,1140.25,25.0,1115.25,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4805,PAY_09020,1408.42,gateway_timeout,Gateway timeout,Retry immediately,0.7926,1116.31,2.0,1114.31,retry_now,retry_now,True,['All safety checks passed']
4806,PAY_09169,7760.55,card_expired,Card expired,Request payment method update,0.1468,1139.25,25.0,1114.25,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4807,PAY_00927,2109.75,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5289,1115.85,2.0,1113.85,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4808,PAY_08667,1965.59,mandate_expired,Mandate expired,Send re-authorization link,0.567,1114.49,1.0,1113.49,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4809,PAY_05704,2551.29,checkout_abandon,Checkout abandonment,Send payment link,0.4365,1113.64,1.0,1112.64,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4810,PAY_02240,1842.86,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6047,1114.38,2.0,1112.38,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4811,PAY_09939,2049.09,mandate_expired,Mandate expired,Send re-authorization link,0.5432,1113.07,1.0,1112.07,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4812,PAY_00995,2240.18,mandate_expired,Mandate expired,Send re-authorization link,0.4968,1112.92,1.0,1111.92,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4813,PAY_04386,1708.91,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6518,1113.87,2.0,1111.87,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4814,PAY_04042,2149.26,mandate_expired,Mandate expired,Send re-authorization link,0.5175,1112.24,1.0,1111.24,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4815,PAY_02547,1830.15,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6082,1113.1,2.0,1111.1,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4816,PAY_00395,5044.23,card_expired,Card expired,Request payment method update,0.2252,1135.96,25.0,1110.96,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4817,PAY_08458,1418.85,gateway_timeout,Gateway timeout,Retry immediately,0.7841,1112.52,2.0,1110.52,retry_now,retry_now,True,['All safety checks passed']
4818,PAY_00106,2035.73,mandate_expired,Mandate expired,Send re-authorization link,0.5458,1111.1,1.0,1110.1,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4819,PAY_07172,2305.75,checkout_abandon,Checkout abandonment,Send payment link,0.4818,1110.91,1.0,1109.91,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4820,PAY_08293,1645.78,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6755,1111.72,2.0,1109.72,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4821,PAY_04486,1316.89,gateway_timeout,Gateway timeout,Retry immediately,0.8441,1111.59,2.0,1109.59,retry_now,retry_now,True,['All safety checks passed']
4822,PAY_02930,1830.61,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6072,1111.55,2.0,1109.55,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4823,PAY_07782,2067.93,checkout_abandon,Checkout abandonment,Send payment link,0.5368,1110.06,1.0,1109.06,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4824,PAY_02711,2376.58,checkout_abandon,Checkout abandonment,Send payment link,0.4669,1109.63,1.0,1108.63,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4825,PAY_04741,1907.16,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5823,1110.54,2.0,1108.54,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4826,PAY_06874,2181.67,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5088,1110.03,2.0,1108.03,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4827,PAY_03710,1892.76,insufficient_funds,Insufficient funds,Retry after 24 hours,0.586,1109.16,2.0,1107.16,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4828,PAY_04564,1991.37,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5566,1108.4,2.0,1106.4,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4829,PAY_05663,1919.27,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5773,1107.99,2.0,1105.99,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4830,PAY_03648,1687.48,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6565,1107.83,2.0,1105.83,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4831,PAY_02410,1463.13,gateway_timeout,Gateway timeout,Retry immediately,0.757,1107.59,2.0,1105.59,retry_now,retry_now,True,['All safety checks passed']
4832,PAY_05769,2250.85,insufficient_funds,Insufficient funds,Retry after 24 hours,0.492,1107.42,2.0,1105.42,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4833,PAY_06480,1951.65,checkout_abandon,Checkout abandonment,Send payment link,0.5669,1106.39,1.0,1105.39,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4834,PAY_04379,1558.7,gateway_timeout,Gateway timeout,Retry immediately,0.71,1106.68,2.0,1104.68,retry_now,retry_now,True,['All safety checks passed']
4835,PAY_07950,8971.54,card_expired,Card expired,Request payment method update,0.1259,1129.52,25.0,1104.52,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4836,PAY_08328,3171.9,mandate_expired,Mandate expired,Send re-authorization link,0.3485,1105.41,1.0,1104.41,send_payment_link,send_payment_link,True,['All safety checks passed']
4837,PAY_06685,1911.82,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5783,1105.61,2.0,1103.61,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4838,PAY_08828,5031.91,card_expired,Card expired,Request payment method update,0.2242,1128.15,25.0,1103.15,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4839,PAY_01689,2170.36,mandate_expired,Mandate expired,Send re-authorization link,0.5087,1104.06,1.0,1103.06,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4840,PAY_09525,1984.29,mandate_expired,Mandate expired,Send re-authorization link,0.5563,1103.86,1.0,1102.86,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4841,PAY_00180,3327.15,checkout_abandon,Checkout abandonment,Send payment link,0.3317,1103.62,1.0,1102.62,send_payment_link,send_payment_link,True,['All safety checks passed']
4842,PAY_04349,3756.25,checkout_abandon,Checkout abandonment,Send payment link,0.2937,1103.21,1.0,1102.21,send_payment_link,send_payment_link,True,['All safety checks passed']
4843,PAY_09194,2525.01,mandate_expired,Mandate expired,Send re-authorization link,0.4369,1103.18,1.0,1102.18,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4844,PAY_00328,2338.1,checkout_abandon,Checkout abandonment,Send payment link,0.4717,1102.88,1.0,1101.88,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4845,PAY_00365,2206.22,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5,1103.11,2.0,1101.11,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4846,PAY_03084,1482.72,gateway_timeout,Gateway timeout,Retry immediately,0.7436,1102.55,2.0,1100.55,retry_now,retry_now,True,['All safety checks passed']
4847,PAY_04712,1426.74,gateway_timeout,Gateway timeout,Retry immediately,0.7725,1102.16,2.0,1100.16,retry_now,retry_now,True,['All safety checks passed']
4848,PAY_09778,4658.92,card_expired,Card expired,Request payment method update,0.2415,1125.13,25.0,1100.13,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4849,PAY_04613,1638.22,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6727,1102.03,2.0,1100.03,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4850,PAY_03939,2676.18,checkout_abandon,Checkout abandonment,Send payment link,0.4112,1100.45,1.0,1099.45,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4851,PAY_02545,2388.66,checkout_abandon,Checkout abandonment,Send payment link,0.4606,1100.22,1.0,1099.22,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4852,PAY_02924,1312.37,gateway_timeout,Gateway timeout,Retry immediately,0.839,1101.08,2.0,1099.08,retry_now,retry_now,True,['All safety checks passed']
4853,PAY_06057,1461.44,gateway_timeout,Gateway timeout,Retry immediately,0.7533,1100.9,2.0,1098.9,retry_now,retry_now,True,['All safety checks passed']
4854,PAY_06123,6427.68,card_expired,Card expired,Request payment method update,0.1747,1122.92,25.0,1097.92,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4855,PAY_02694,1734.25,insufficient_funds,Insufficient funds,Retry after 24 hours,0.634,1099.51,2.0,1097.51,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4856,PAY_06762,1696.35,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6481,1099.4,2.0,1097.4,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4857,PAY_07728,11088.72,other,Other failure,Escalate for review,0.1012,1122.18,25.0,1097.18,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4858,PAY_08315,1362.23,gateway_timeout,Gateway timeout,Retry immediately,0.8066,1098.77,2.0,1096.77,retry_now,retry_now,True,['All safety checks passed']
4859,PAY_07252,1555.98,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7055,1097.74,2.0,1095.74,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4860,PAY_02142,1793.42,insufficient_funds,Insufficient funds,Retry after 24 hours,0.612,1097.57,2.0,1095.57,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4861,PAY_00484,4468.57,card_expired,Card expired,Request payment method update,0.2507,1120.27,25.0,1095.27,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4862,PAY_08514,1349.39,gateway_timeout,Gateway timeout,Retry immediately,0.8131,1097.19,2.0,1095.19,retry_now,retry_now,True,['All safety checks passed']
4863,PAY_09044,1497.42,gateway_timeout,Gateway timeout,Retry immediately,0.7325,1096.86,2.0,1094.86,retry_now,retry_now,True,['All safety checks passed']
4864,PAY_07151,1602.95,insufficient_funds,Insufficient funds,Retry after 24 hours,0.684,1096.42,2.0,1094.42,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4865,PAY_08771,1605.93,checkout_abandon,Checkout abandonment,Send payment link,0.6819,1095.08,1.0,1094.08,send_payment_link,send_payment_link,True,['All safety checks passed']
4866,PAY_06205,2347.35,checkout_abandon,Checkout abandonment,Send payment link,0.4664,1094.8,1.0,1093.8,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4867,PAY_01280,2010.26,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5451,1095.79,2.0,1093.79,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4868,PAY_08976,12961.89,other,Other failure,Escalate for review,0.0863,1118.61,25.0,1093.61,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4869,PAY_03005,1917.32,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5711,1094.98,2.0,1092.98,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4870,PAY_07771,8546.47,card_expired,Card expired,Request payment method update,0.1308,1117.88,25.0,1092.88,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4871,PAY_01476,2124.4,mandate_expired,Mandate expired,Send re-authorization link,0.5148,1093.64,1.0,1092.64,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4872,PAY_03446,1799.25,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6083,1094.48,2.0,1092.48,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4873,PAY_04064,1333.6,gateway_timeout,Gateway timeout,Retry immediately,0.8196,1093.02,2.0,1091.02,retry_now,retry_now,True,['All safety checks passed']
4874,PAY_06919,1792.36,checkout_abandon,Checkout abandonment,Send payment link,0.6091,1091.73,1.0,1090.73,send_payment_link,send_payment_link,True,['All safety checks passed']
4875,PAY_07717,9231.08,other,Other failure,Escalate for review,0.1208,1115.11,25.0,1090.11,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4876,PAY_01766,2164.1,checkout_abandon,Checkout abandonment,Send payment link,0.5041,1090.92,1.0,1089.92,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4877,PAY_02528,1724.39,checkout_abandon,Checkout abandonment,Send payment link,0.6324,1090.5,1.0,1089.5,send_payment_link,send_payment_link,True,['All safety checks passed']
4878,PAY_03709,2168.97,mandate_expired,Mandate expired,Send re-authorization link,0.5027,1090.34,1.0,1089.34,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4879,PAY_07619,1937.26,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5633,1091.26,2.0,1089.26,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4880,PAY_07746,1992.61,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5476,1091.15,2.0,1089.15,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4881,PAY_02668,1905.82,mandate_expired,Mandate expired,Send re-authorization link,0.572,1090.13,1.0,1089.13,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4882,PAY_01277,1372.37,gateway_timeout,Gateway timeout,Retry immediately,0.7944,1090.21,2.0,1088.21,retry_now,retry_now,True,['All safety checks passed']
4883,PAY_05586,2927.72,mandate_expired,Mandate expired,Send re-authorization link,0.372,1089.11,1.0,1088.11,send_payment_link,send_payment_link,True,['All safety checks passed']
4884,PAY_06188,2670.5,mandate_expired,Mandate expired,Send re-authorization link,0.4078,1089.03,1.0,1088.03,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4885,PAY_00909,2681.05,mandate_expired,Mandate expired,Send re-authorization link,0.4061,1088.77,1.0,1087.77,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4886,PAY_08451,7256.86,other,Other failure,Escalate for review,0.1533,1112.48,25.0,1087.48,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4887,PAY_02136,1759.04,insufficient_funds,Insufficient funds,Retry after 24 hours,0.619,1088.85,2.0,1086.85,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4888,PAY_03635,2106.11,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5169,1088.65,2.0,1086.65,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
4889,PAY_09262,2606.52,checkout_abandon,Checkout abandonment,Send payment link,0.4167,1086.14,1.0,1085.14,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
4890,PAY_04284,1572.31,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6914,1087.1,2.0,1085.1,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4891,PAY_03712,4876.8,card_expired,Card expired,Request payment method update,0.2276,1109.96,25.0,1084.96,escalate_to_human,escalate_to_human,True,['All safety checks passed']
4892,PAY_03206,1774.37,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6124,1086.62,2.0,1084.62,retry_scheduled,retry_scheduled,True,['All safety checks passed']
4893,PAY_07270,4006.79,checkout_abandon,Checkout abandonment,Send payment link,0.2708,1085.04,1.0,1084.04,send_payment_link,send_payment_link,True,['All safety checks passed']
