event_id,amount,failure_code,customer_tenure_months,past_successful_payments,past_failed_payments,checkout_funnel_depth,time_since_failure,label_recovered
PAY_05074,1894.5,card_expired,18,6,1,0,21.14,0
PAY_05075,8629.1,mandate_expired,53,2,2,0,4.89,1
PAY_05076,2599.54,gateway_timeout,6,7,6,0,23.36,1
PAY_05077,3787.51,checkout_abandon,59,8,3,3,16.8,0
PAY_05078,2681.16,card_expired,16,9,1,0,2.09,0
PAY_05079,5836.56,gateway_timeout,29,10,1,0,5.58,1
PAY_05080,1259.56,mandate_expired,1,8,2,0,15.71,1
PAY_05081,934.49,gateway_timeout,54,8,2,0,3.85,1
PAY_05082,1320.11,checkout_abandon,31,7,3,3,5.63,1
PAY_05083,2762.13,mandate_expired,59,5,2,0,0.27,0
PAY_05084,2004.65,insufficient_funds,23,8,1,0,20.96,1
PAY_05085,5086.38,checkout_abandon,4,7,2,1,5.55,1
PAY_05086,9216.75,insufficient_funds,41,4,1,0,2.26,0
PAY_05087,942.19,mandate_expired,10,9,4,0,5.67,0
PAY_05088,1200.02,checkout_abandon,37,8,0,2,9.93,0
PAY_05089,594.55,gateway_timeout,3,8,2,0,3.75,1
PAY_05090,19042.32,insufficient_funds,11,11,2,0,25.06,0
PAY_05091,3390.44,other,39,11,2,0,16.22,0
PAY_05092,4039.39,gateway_timeout,41,11,2,0,2.41,1
PAY_05093,654.48,gateway_timeout,10,8,0,0,4.14,1
PAY_05094,2497.08,insufficient_funds,12,11,6,0,39.2,0
PAY_05095,4160.1,checkout_abandon,52,8,2,1,7.78,1
PAY_05096,1941.64,gateway_timeout,1,6,2,0,9.55,0
PAY_05097,7330.15,card_expired,14,6,2,0,19.79,0
PAY_05098,25232.22,mandate_expired,59,9,6,0,12.84,1
PAY_05099,969.7,insufficient_funds,33,9,2,0,11.41,1
PAY_05100,899.61,checkout_abandon,2,8,1,4,3.06,1
PAY_05101,1039.29,insufficient_funds,54,8,1,0,32.63,1
PAY_05102,12459.58,insufficient_funds,21,12,1,0,0.18,1
PAY_05103,7089.72,checkout_abandon,43,8,1,4,0.45,0
PAY_05104,2183.14,insufficient_funds,39,7,2,0,10.13,1
PAY_05105,2593.09,other,23,8,1,0,7.15,1
PAY_05106,1104.89,checkout_abandon,23,5,3,2,0.31,0
PAY_05107,6087.99,insufficient_funds,34,7,5,0,1.47,0
PAY_05108,1709.82,other,23,14,1,0,7.26,0
PAY_05109,1927.48,checkout_abandon,11,10,3,4,3.21,1
PAY_05110,4595.51,insufficient_funds,44,7,1,0,16.29,1
PAY_05111,2071.55,checkout_abandon,41,13,1,3,3.51,0
PAY_05112,1976.49,other,37,7,3,0,0.59,0
PAY_05113,2526.58,gateway_timeout,45,8,3,0,20.35,1
PAY_05114,5538.07,gateway_timeout,32,11,2,0,9.45,1
PAY_05115,12971.88,checkout_abandon,56,12,0,3,0.95,0
PAY_05116,4489.66,gateway_timeout,54,9,2,0,12.96,1
PAY_05117,5582.32,insufficient_funds,59,11,2,0,26.52,1
PAY_05118,2047.13,checkout_abandon,7,6,3,5,8.74,0
PAY_05119,1231.82,other,7,5,1,0,0.39,0
PAY_05120,4807.98,mandate_expired,29,6,0,0,0.1,1
PAY_05121,2966.94,insufficient_funds,42,15,3,0,6.23,0
PAY_05122,602.7,gateway_timeout,15,5,4,0,7.38,1
PAY_05123,1800.78,insufficient_funds,7,7,2,0,0.11,1
PAY_05124,2301.11,gateway_timeout,3,12,0,0,6.41,1
PAY_05125,1500.55,mandate_expired,34,6,0,0,9.19,1
PAY_05126,11001.44,gateway_timeout,59,7,2,0,2.1,1
PAY_05127,4039.54,card_expired,28,9,1,0,8.96,0
PAY_05128,9869.66,checkout_abandon,45,9,3,5,21.25,1
PAY_05129,3253.45,mandate_expired,4,11,2,0,3.27,1
PAY_05130,2711.98,other,13,10,1,0,0.63,0
PAY_05131,979.9,mandate_expired,41,8,1,0,12.09,1
PAY_05132,2530.0,other,25,14,2,0,17.18,0
PAY_05133,2532.85,card_expired,2,4,2,0,11.31,1
PAY_05134,637.1,checkout_abandon,14,11,4,5,3.68,0
PAY_05135,1457.56,gateway_timeout,48,11,2,0,23.75,1
PAY_05136,1809.42,gateway_timeout,42,10,1,0,5.83,0
PAY_05137,3780.17,other,49,6,0,0,2.81,0
PAY_05138,3965.54,insufficient_funds,22,7,1,0,23.54,0
PAY_05139,1397.9,other,56,10,1,0,0.34,0
PAY_05140,3995.47,gateway_timeout,56,5,0,0,3.72,0
PAY_05141,2083.84,mandate_expired,23,12,2,0,23.27,1
PAY_05142,141.8,gateway_timeout,13,8,1,0,2.75,1
PAY_05143,1539.7,other,58,7,2,0,21.61,0
PAY_05144,7354.26,insufficient_funds,21,7,3,0,5.52,1
PAY_05145,465.09,gateway_timeout,30,6,2,0,2.34,1
PAY_05146,2798.22,card_expired,56,6,4,0,28.17,1
PAY_05147,12201.42,gateway_timeout,17,3,3,0,6.16,1
PAY_05148,1168.45,gateway_timeout,54,8,3,0,34.63,0
PAY_05149,2505.38,other,10,9,0,0,14.39,0
PAY_05150,678.6,card_expired,18,2,1,0,14.72,0
PAY_05151,12724.41,insufficient_funds,24,6,1,0,3.31,0
PAY_05152,2300.11,checkout_abandon,29,6,3,2,13.66,0
PAY_05153,2619.33,insufficient_funds,15,6,2,0,1.52,0
PAY_05154,9685.12,insufficient_funds,54,7,3,0,28.18,1
PAY_05155,4844.14,checkout_abandon,40,13,4,2,13.4,1
PAY_05156,1041.5,insufficient_funds,41,8,3,0,4.07,0
PAY_05157,1308.67,checkout_abandon,44,6,2,3,41.5,1
PAY_05158,4100.96,gateway_timeout,39,6,2,0,2.02,0
PAY_05159,1339.33,card_expired,39,8,2,0,1.31,0
PAY_05160,300.91,checkout_abandon,40,7,3,3,14.36,1
PAY_05161,2370.38,insufficient_funds,44,8,6,0,5.34,1
PAY_05162,568.97,other,56,7,0,0,13.56,1
PAY_05163,12585.84,card_expired,12,6,0,0,17.97,0
PAY_05164,2983.44,gateway_timeout,32,11,1,0,2.27,1
PAY_05165,1011.18,other,12,10,3,0,9.67,0
PAY_05166,1243.16,gateway_timeout,11,4,1,0,1.32,1
PAY_05167,377.91,gateway_timeout,57,7,1,0,12.24,1
PAY_05168,832.63,gateway_timeout,29,9,1,0,1.71,1
PAY_05169,6907.54,insufficient_funds,43,6,2,0,0.28,1
PAY_05170,23291.23,mandate_expired,44,11,0,0,0.75,0
PAY_05171,5169.04,checkout_abandon,2,7,0,5,6.99,1
PAY_05172,2280.17,other,30,8,1,0,21.2,0
PAY_05173,1623.09,insufficient_funds,11,5,4,0,11.88,0
PAY_05174,960.59,insufficient_funds,19,11,5,0,4.96,0
PAY_05175,19610.33,gateway_timeout,12,10,1,0,13.09,1
PAY_05176,2069.99,insufficient_funds,40,8,2,0,16.64,1
PAY_05177,20737.02,other,8,7,1,0,14.78,0
PAY_05178,10072.51,mandate_expired,28,12,2,0,20.88,0
PAY_05179,438.45,card_expired,19,12,2,0,5.83,1
PAY_05180,1284.46,mandate_expired,58,5,2,0,0.61,0
PAY_05181,1280.49,insufficient_funds,48,7,4,0,2.74,1
PAY_05182,2308.15,insufficient_funds,22,7,3,0,0.66,0
PAY_05183,2353.67,gateway_timeout,18,4,0,0,8.58,0
PAY_05184,50025.35,card_expired,44,6,0,0,1.08,0
PAY_05185,851.35,gateway_timeout,38,9,5,0,6.42,1
PAY_05186,3143.26,insufficient_funds,34,6,1,0,28.23,0
PAY_05187,4631.12,mandate_expired,5,11,1,0,19.45,1
PAY_05188,2496.07,insufficient_funds,5,8,4,0,2.69,0
PAY_05189,2791.2,checkout_abandon,39,5,2,3,23.48,1
PAY_05190,879.4,insufficient_funds,29,9,0,0,31.75,1
PAY_05191,2780.91,checkout_abandon,50,6,4,4,5.16,0
PAY_05192,4169.06,gateway_timeout,2,6,1,0,3.28,1
PAY_05193,3469.09,other,12,5,2,0,3.56,0
PAY_05194,4421.56,mandate_expired,48,5,2,0,7.53,1
PAY_05195,10266.63,insufficient_funds,59,10,1,0,6.23,0
PAY_05196,6380.57,card_expired,45,10,2,0,13.87,0
PAY_05197,2684.74,card_expired,1,8,4,0,23.75,0
PAY_05198,774.55,mandate_expired,4,4,0,0,24.99,0
PAY_05199,1372.02,other,53,5,2,0,2.24,1
PAY_05200,2007.04,card_expired,30,9,2,0,7.45,1
PAY_05201,3217.6,insufficient_funds,30,20,2,0,6.74,1
PAY_05202,1549.54,gateway_timeout,58,16,1,0,11.38,1
PAY_05203,980.75,gateway_timeout,15,7,0,0,10.87,0
PAY_05204,761.92,checkout_abandon,18,5,2,5,11.22,0
PAY_05205,479.56,other,42,12,3,0,5.72,0
PAY_05206,1976.52,checkout_abandon,55,14,3,2,7.76,1
PAY_05207,575.01,gateway_timeout,22,13,0,0,8.62,1
PAY_05208,919.22,other,10,5,2,0,0.1,0
PAY_05209,1686.05,mandate_expired,4,7,2,0,22.98,0
PAY_05210,657.29,gateway_timeout,1,10,0,0,11.51,1
PAY_05211,3654.81,other,23,12,2,0,36.85,0
PAY_05212,5241.01,gateway_timeout,32,10,4,0,12.07,1
PAY_05213,1443.2,checkout_abandon,30,9,2,2,1.4,1
PAY_05214,1614.88,checkout_abandon,15,10,1,3,2.67,0
PAY_05215,4279.0,other,41,3,1,0,3.93,0
PAY_05216,1224.21,gateway_timeout,53,5,3,0,8.84,1
PAY_05217,1142.89,gateway_timeout,14,13,2,0,18.58,0
PAY_05218,8271.28,mandate_expired,41,7,1,0,9.33,1
PAY_05219,6052.54,other,33,7,5,0,12.14,0
PAY_05220,4562.36,insufficient_funds,42,6,2,0,38.11,1
PAY_05221,6308.74,insufficient_funds,1,8,2,0,9.68,0
PAY_05222,346.11,other,41,8,1,0,1.12,0
PAY_05223,9680.62,card_expired,45,15,5,0,35.24,0
PAY_05224,3700.07,gateway_timeout,41,7,2,0,21.96,1
PAY_05225,6869.37,gateway_timeout,51,7,2,0,5.52,1
PAY_05226,3681.99,checkout_abandon,45,11,6,1,9.64,0
PAY_05227,2625.35,mandate_expired,60,9,1,0,6.25,0
PAY_05228,1898.34,checkout_abandon,41,5,1,4,41.42,1
PAY_05229,3609.02,card_expired,27,6,0,0,0.1,1
PAY_05230,1830.42,insufficient_funds,51,7,2,0,2.68,1
PAY_05231,5954.62,card_expired,42,12,3,0,10.17,0
PAY_05232,511.62,insufficient_funds,34,11,1,0,13.43,1
PAY_05233,1454.58,other,35,9,1,0,13.16,0
PAY_05234,19319.48,insufficient_funds,22,4,1,0,5.21,1
PAY_05235,1336.71,insufficient_funds,37,9,1,0,24.95,1
PAY_05236,1969.16,insufficient_funds,29,6,0,0,0.6,1
PAY_05237,1034.28,insufficient_funds,8,5,2,0,4.15,0
PAY_05238,3497.81,gateway_timeout,27,8,2,0,4.0,1
PAY_05239,1197.25,mandate_expired,57,6,3,0,20.05,1
PAY_05240,2076.49,other,20,17,1,0,5.4,0
PAY_05241,5842.49,checkout_abandon,41,4,1,1,0.12,0
PAY_05242,1243.0,checkout_abandon,25,6,1,2,52.68,0
PAY_05243,5500.85,gateway_timeout,18,6,0,0,0.64,1
PAY_05244,5688.92,card_expired,24,4,4,0,3.85,1
PAY_05245,7179.62,insufficient_funds,58,6,2,0,18.06,1
PAY_05246,2877.24,gateway_timeout,7,9,5,0,1.09,1
PAY_05247,63914.73,insufficient_funds,41,13,3,0,16.95,0
PAY_05248,7176.59,insufficient_funds,50,5,1,0,16.54,0
PAY_05249,3459.65,checkout_abandon,12,7,0,5,4.57,1
PAY_05250,1041.19,insufficient_funds,46,7,6,0,11.2,0
PAY_05251,2268.76,insufficient_funds,39,5,2,0,9.76,1
PAY_05252,10408.45,card_expired,21,6,3,0,12.17,0
PAY_05253,13815.97,insufficient_funds,11,8,3,0,8.44,1
PAY_05254,10964.03,checkout_abandon,57,9,2,1,3.73,0
PAY_05255,5482.07,gateway_timeout,12,12,1,0,43.63,1
PAY_05256,712.22,other,57,8,1,0,16.27,0
PAY_05257,4069.22,mandate_expired,39,12,1,0,26.92,1
PAY_05258,722.45,insufficient_funds,52,5,2,0,14.36,1
PAY_05259,564.86,other,18,10,3,0,17.61,1
PAY_05260,3175.45,gateway_timeout,2,8,3,0,10.12,1
PAY_05261,4218.54,gateway_timeout,40,7,1,0,3.99,1
PAY_05262,6169.81,mandate_expired,23,7,3,0,10.76,1
PAY_05263,4110.02,mandate_expired,34,10,2,0,23.44,1
PAY_05264,4254.07,gateway_timeout,28,2,3,0,26.51,0
PAY_05265,933.92,gateway_timeout,20,8,1,0,0.13,0
PAY_05266,2250.86,insufficient_funds,44,7,1,0,16.21,1
PAY_05267,553.87,checkout_abandon,31,7,0,5,62.69,1
PAY_05268,337.2,other,39,6,2,0,0.51,0
PAY_05269,5243.21,gateway_timeout,41,8,0,0,4.7,1
PAY_05270,1177.23,other,41,7,5,0,12.67,0
PAY_05271,5982.21,insufficient_funds,20,5,3,0,4.11,1
PAY_05272,7573.37,card_expired,47,12,2,0,7.39,0
PAY_05273,1345.78,other,14,9,2,0,0.1,0
PAY_05274,4511.37,mandate_expired,57,9,3,0,12.95,1
PAY_05275,1290.63,insufficient_funds,49,9,0,0,39.12,1
PAY_05276,394.72,gateway_timeout,34,14,2,0,6.27,1
PAY_05277,2828.09,insufficient_funds,11,8,3,0,13.45,0
PAY_05278,1561.14,checkout_abandon,55,6,3,2,16.92,1
PAY_05279,1609.95,other,34,9,4,0,14.27,0
PAY_05280,18022.73,gateway_timeout,49,7,2,0,1.59,0
PAY_05281,543.59,insufficient_funds,2,7,4,0,17.67,0
PAY_05282,3666.22,gateway_timeout,21,11,0,0,2.44,1
PAY_05283,924.49,checkout_abandon,18,5,3,5,72.0,1
PAY_05284,6200.02,checkout_abandon,49,6,4,5,7.47,1
PAY_05285,3369.36,insufficient_funds,28,10,0,0,6.33,0
PAY_05286,3653.32,card_expired,8,9,6,0,19.86,0
PAY_05287,971.81,insufficient_funds,37,6,2,0,1.23,0
PAY_05288,1162.65,checkout_abandon,10,10,4,2,2.78,0
PAY_05289,6318.88,gateway_timeout,27,1,2,0,6.81,0
PAY_05290,14688.85,insufficient_funds,60,12,1,0,25.69,0
PAY_05291,4041.43,mandate_expired,27,5,0,0,1.26,1
PAY_05292,1019.05,mandate_expired,26,8,4,0,6.12,0
PAY_05293,3508.64,gateway_timeout,3,14,2,0,30.02,1
PAY_05294,28325.51,card_expired,28,7,1,0,5.21,0
PAY_05295,2769.63,checkout_abandon,58,9,2,4,47.43,1
PAY_05296,10784.73,gateway_timeout,58,11,2,0,58.73,1
PAY_05297,1192.39,other,58,7,2,0,5.12,1
PAY_05298,2396.97,other,22,6,1,0,12.59,0
PAY_05299,4645.3,insufficient_funds,4,5,0,0,44.75,0
PAY_05300,3719.61,other,15,5,1,0,6.05,0
PAY_05301,1161.72,card_expired,13,3,0,0,1.19,0
PAY_05302,1112.68,insufficient_funds,5,12,2,0,7.78,1
PAY_05303,6716.55,checkout_abandon,43,6,4,3,1.67,1
PAY_05304,8230.46,insufficient_funds,32,5,1,0,4.29,0
PAY_05305,11341.11,checkout_abandon,44,9,1,3,13.65,0
PAY_05306,15183.68,other,12,9,4,0,9.69,0
PAY_05307,2860.25,gateway_timeout,42,4,1,0,2.25,1
PAY_05308,1831.42,checkout_abandon,4,13,0,1,4.46,0
PAY_05309,9653.12,insufficient_funds,44,9,1,0,3.52,0
PAY_05310,5100.61,checkout_abandon,49,13,0,5,0.65,1
PAY_05311,935.98,card_expired,16,10,4,0,2.72,0
PAY_05312,889.28,insufficient_funds,20,9,0,0,12.04,1
PAY_05313,4088.67,checkout_abandon,27,15,2,1,0.31,0
PAY_05314,2093.87,gateway_timeout,35,13,3,0,20.77,1
PAY_05315,2434.79,mandate_expired,32,13,2,0,4.09,1
PAY_05316,7306.94,mandate_expired,7,13,1,0,3.24,0
PAY_05317,5340.55,mandate_expired,23,13,2,0,12.89,0
PAY_05318,9451.41,gateway_timeout,31,3,1,0,3.84,0
PAY_05319,362.31,checkout_abandon,37,9,2,4,7.64,1
PAY_05320,3220.99,mandate_expired,38,10,0,0,13.15,0
PAY_05321,5007.71,mandate_expired,40,6,3,0,37.23,0
PAY_05322,543.19,checkout_abandon,27,6,0,5,2.2,0
PAY_05323,1298.74,card_expired,31,3,2,0,17.86,0
PAY_05324,1078.75,insufficient_funds,21,8,1,0,66.94,0
PAY_05325,2554.84,insufficient_funds,17,6,5,0,6.79,0
PAY_05326,12732.33,other,19,11,1,0,14.97,0
PAY_05327,18894.68,insufficient_funds,27,7,1,0,9.16,1
PAY_05328,1107.39,other,7,7,3,0,3.53,0
PAY_05329,4232.73,checkout_abandon,14,7,1,1,4.9,0
PAY_05330,4371.42,other,7,12,0,0,3.76,0
PAY_05331,3683.7,checkout_abandon,25,6,4,4,2.83,0
PAY_05332,3725.76,card_expired,30,5,1,0,9.07,0
PAY_05333,3387.3,mandate_expired,10,10,1,0,1.45,1
PAY_05334,13515.82,checkout_abandon,9,6,5,1,0.66,1
PAY_05335,7528.96,gateway_timeout,32,6,3,0,12.77,1
PAY_05336,866.01,insufficient_funds,14,7,2,0,1.36,1
PAY_05337,5540.1,gateway_timeout,53,5,2,0,3.72,1
PAY_05338,6102.29,other,10,6,4,0,21.05,0
PAY_05339,3425.54,gateway_timeout,29,11,1,0,0.29,1
PAY_05340,7750.17,card_expired,49,7,2,0,12.27,0
PAY_05341,3017.31,checkout_abandon,7,7,2,1,3.25,0
PAY_05342,3054.94,gateway_timeout,27,8,2,0,5.52,1
PAY_05343,2822.24,other,29,9,1,0,4.2,0
PAY_05344,332.22,insufficient_funds,34,14,0,0,15.4,0
PAY_05345,2306.87,checkout_abandon,54,10,3,1,2.82,1
PAY_05346,1281.51,checkout_abandon,35,7,3,3,0.44,1
PAY_05347,763.26,insufficient_funds,23,11,1,0,13.14,0
PAY_05348,10488.81,insufficient_funds,24,5,1,0,0.88,1
PAY_05349,4139.18,mandate_expired,38,4,2,0,30.34,1
PAY_05350,2426.52,insufficient_funds,18,9,2,0,31.98,0
PAY_05351,1421.18,card_expired,42,12,3,0,0.56,0
PAY_05352,3361.75,checkout_abandon,23,7,1,4,7.25,0
PAY_05353,6737.76,insufficient_funds,4,7,3,0,3.57,1
PAY_05354,1093.44,gateway_timeout,33,6,0,0,31.63,1
PAY_05355,2487.96,insufficient_funds,16,8,1,0,2.59,0
PAY_05356,5955.75,card_expired,22,9,3,0,18.55,0
PAY_05357,360.7,checkout_abandon,20,9,4,5,0.1,0
PAY_05358,2360.14,insufficient_funds,9,14,3,0,5.5,1
PAY_05359,1627.43,checkout_abandon,18,11,2,3,15.23,0
PAY_05360,2186.85,checkout_abandon,55,7,2,4,22.43,0
PAY_05361,1513.86,mandate_expired,20,10,0,0,3.03,0
PAY_05362,2868.86,insufficient_funds,44,3,1,0,16.95,1
PAY_05363,17114.36,insufficient_funds,25,6,1,0,9.41,0
PAY_05364,1808.27,gateway_timeout,4,6,2,0,12.25,1
PAY_05365,3346.79,mandate_expired,51,8,3,0,20.96,0
PAY_05366,18375.85,mandate_expired,55,7,3,0,20.22,0
PAY_05367,1442.35,gateway_timeout,15,6,2,0,2.26,1
PAY_05368,15347.71,insufficient_funds,11,8,2,0,27.9,0
PAY_05369,2513.34,mandate_expired,56,9,1,0,42.42,0
PAY_05370,14852.78,insufficient_funds,6,8,2,0,18.49,0
PAY_05371,5293.56,checkout_abandon,54,8,0,5,1.44,1
PAY_05372,3398.72,gateway_timeout,11,13,4,0,9.96,0
PAY_05373,2341.19,insufficient_funds,53,9,1,0,9.26,0
PAY_05374,1339.44,checkout_abandon,56,7,2,4,12.85,1
PAY_05375,2696.84,insufficient_funds,15,12,3,0,10.87,0
PAY_05376,6132.8,checkout_abandon,14,10,1,1,5.67,0
PAY_05377,2467.44,insufficient_funds,7,3,1,0,11.49,1
PAY_05378,1821.51,gateway_timeout,48,9,2,0,2.52,0
PAY_05379,1945.48,checkout_abandon,21,9,5,5,0.35,0
PAY_05380,6744.77,insufficient_funds,39,6,3,0,4.11,1
PAY_05381,8511.79,checkout_abandon,37,12,0,4,29.7,0
PAY_05382,1282.92,card_expired,32,12,2,0,8.61,0
PAY_05383,1281.08,other,15,11,2,0,15.6,0
PAY_05384,3653.37,insufficient_funds,22,8,0,0,1.28,1
PAY_05385,11516.98,insufficient_funds,31,4,3,0,0.84,0
PAY_05386,7863.89,gateway_timeout,6,9,3,0,20.14,1
PAY_05387,714.94,other,25,13,1,0,1.88,0
PAY_05388,1919.79,gateway_timeout,43,9,4,0,5.96,1
PAY_05389,985.79,gateway_timeout,26,6,3,0,5.78,1
PAY_05390,1913.2,mandate_expired,24,10,3,0,32.74,1
PAY_05391,12437.31,insufficient_funds,51,8,1,0,8.55,1
PAY_05392,602.72,checkout_abandon,33,8,3,2,45.85,0
PAY_05393,495.31,checkout_abandon,45,7,1,3,2.15,1
PAY_05394,1091.7,checkout_abandon,4,7,1,2,7.6,0
PAY_05395,3332.1,mandate_expired,56,7,1,0,2.14,1
PAY_05396,4650.83,gateway_timeout,47,9,2,0,51.69,1
PAY_05397,3871.88,mandate_expired,50,8,2,0,9.6,1
PAY_05398,8100.91,checkout_abandon,42,11,1,1,26.74,0
PAY_05399,428.79,insufficient_funds,33,9,2,0,8.35,1
PAY_05400,8204.04,other,32,11,1,0,72.0,1
PAY_05401,1829.78,card_expired,38,9,5,0,4.7,0
PAY_05402,5195.46,other,30,6,3,0,5.97,0
PAY_05403,665.55,mandate_expired,44,1,2,0,4.1,0
PAY_05404,2512.42,insufficient_funds,21,9,0,0,4.35,1
PAY_05405,3166.29,gateway_timeout,47,7,3,0,7.21,0
PAY_05406,7941.02,gateway_timeout,21,14,0,0,15.49,1
PAY_05407,512.24,insufficient_funds,29,8,2,0,4.03,0
PAY_05408,2578.08,gateway_timeout,5,7,3,0,5.13,1
PAY_05409,844.56,gateway_timeout,55,6,3,0,16.98,1
PAY_05410,4144.52,insufficient_funds,42,5,2,0,20.58,0
PAY_05411,5438.52,card_expired,15,6,3,0,26.23,0
PAY_05412,9056.3,insufficient_funds,3,6,0,0,0.17,1
PAY_05413,1464.13,checkout_abandon,52,7,1,5,3.77,1
PAY_05414,6318.72,card_expired,1,12,6,0,5.35,0
PAY_05415,9749.27,checkout_abandon,29,4,0,1,10.11,0
PAY_05416,483.38,insufficient_funds,2,14,2,0,23.39,0
PAY_05417,4611.88,checkout_abandon,42,9,4,5,0.85,0
PAY_05418,6519.53,card_expired,13,10,3,0,24.66,0
PAY_05419,1930.09,card_expired,26,12,4,0,1.02,0
PAY_05420,744.92,gateway_timeout,35,14,2,0,0.67,1
PAY_05421,6418.9,insufficient_funds,23,7,1,0,8.19,1
PAY_05422,753.36,checkout_abandon,41,10,1,1,10.3,0
PAY_05423,2091.62,insufficient_funds,31,7,3,0,3.9,1
PAY_05424,2401.68,card_expired,26,6,2,0,8.28,1
PAY_05425,5113.22,mandate_expired,20,10,0,0,21.07,1
PAY_05426,1335.97,card_expired,25,12,5,0,7.41,0
PAY_05427,1260.75,other,20,15,2,0,13.34,0
PAY_05428,2759.93,checkout_abandon,35,8,2,2,3.82,0
PAY_05429,6839.27,other,46,1,3,0,3.35,0
PAY_05430,24624.47,mandate_expired,36,8,2,0,0.86,0
PAY_05431,553.67,insufficient_funds,2,6,3,0,0.94,0
PAY_05432,3426.82,card_expired,51,5,2,0,5.77,0
PAY_05433,843.46,mandate_expired,48,9,1,0,12.2,0
PAY_05434,6924.75,other,50,4,1,0,14.0,0
PAY_05435,977.99,insufficient_funds,3,9,1,0,1.42,0
PAY_05436,1273.34,gateway_timeout,50,6,2,0,2.49,1
PAY_05437,1386.83,card_expired,29,9,2,0,20.67,0
PAY_05438,2316.58,insufficient_funds,51,8,2,0,5.57,1
PAY_05439,3453.85,mandate_expired,47,4,2,0,10.94,1
PAY_05440,4055.17,checkout_abandon,53,7,2,1,4.31,0
PAY_05441,2485.62,insufficient_funds,8,10,1,0,9.63,0
PAY_05442,661.27,insufficient_funds,34,9,5,0,9.63,1
PAY_05443,5176.23,card_expired,44,6,1,0,0.1,0
PAY_05444,2371.05,insufficient_funds,36,3,2,0,37.55,0
PAY_05445,7988.68,mandate_expired,49,6,2,0,12.18,0
PAY_05446,1231.89,mandate_expired,44,12,2,0,10.38,1
PAY_05447,503.59,mandate_expired,3,10,4,0,8.56,0
PAY_05448,2416.37,gateway_timeout,12,11,1,0,7.2,1
PAY_05449,9136.19,insufficient_funds,39,8,2,0,7.96,1
PAY_05450,2936.54,card_expired,22,8,0,0,6.64,0
PAY_05451,2047.5,insufficient_funds,22,11,0,0,5.48,0
PAY_05452,1047.02,gateway_timeout,55,14,4,0,3.88,0
PAY_05453,14498.67,other,6,9,1,0,16.39,0
PAY_05454,892.87,gateway_timeout,32,7,6,0,25.71,1
PAY_05455,1210.33,gateway_timeout,19,10,6,0,22.13,1
PAY_05456,4420.82,other,4,12,2,0,9.86,0
PAY_05457,390.73,insufficient_funds,23,7,1,0,23.98,1
PAY_05458,8943.09,insufficient_funds,25,12,2,0,15.86,0
PAY_05459,4666.85,gateway_timeout,28,9,4,0,23.56,1
PAY_05460,6144.28,card_expired,10,7,0,0,13.25,0
PAY_05461,4368.45,other,44,5,0,0,6.11,0
PAY_05462,2127.97,card_expired,22,15,1,0,5.44,1
PAY_05463,863.42,other,35,16,2,0,28.11,0
PAY_05464,2173.23,insufficient_funds,33,11,1,0,7.0,1
PAY_05465,942.76,checkout_abandon,34,6,2,3,11.89,1
PAY_05466,4065.13,insufficient_funds,31,8,2,0,7.37,0
PAY_05467,5601.7,other,19,5,4,0,1.6,0
PAY_05468,10947.37,other,30,10,3,0,16.53,0
PAY_05469,3625.74,gateway_timeout,32,8,0,0,2.48,1
PAY_05470,6301.99,card_expired,2,8,0,0,2.51,0
PAY_05471,1857.34,mandate_expired,44,8,1,0,27.17,0
PAY_05472,1549.63,insufficient_funds,27,5,2,0,63.17,0
PAY_05473,4014.7,checkout_abandon,18,9,0,4,10.52,0
PAY_05474,1698.62,other,2,10,0,0,3.34,0
PAY_05475,3272.25,gateway_timeout,19,8,1,0,14.53,0
PAY_05476,865.11,insufficient_funds,25,1,1,0,20.45,1
PAY_05477,1035.27,other,51,4,3,0,9.06,0
PAY_05478,4719.49,gateway_timeout,39,13,2,0,8.31,0
PAY_05479,6067.71,gateway_timeout,26,5,3,0,3.27,1
PAY_05480,932.99,mandate_expired,8,14,3,0,39.11,1
PAY_05481,4888.6,checkout_abandon,17,8,3,5,0.12,0
PAY_05482,1467.49,gateway_timeout,56,7,2,0,22.51,0
PAY_05483,2541.61,insufficient_funds,8,7,1,0,30.41,1
PAY_05484,10311.25,card_expired,38,5,0,0,0.1,0
PAY_05485,5605.67,checkout_abandon,32,10,2,3,14.55,0
PAY_05486,5540.93,mandate_expired,14,10,5,0,3.7,0
PAY_05487,16862.31,card_expired,53,10,1,0,0.37,0
PAY_05488,1236.66,insufficient_funds,24,5,2,0,6.24,0
PAY_05489,932.78,card_expired,40,11,2,0,8.02,1
PAY_05490,1214.3,card_expired,6,8,0,0,2.75,0
PAY_05491,1938.26,other,58,9,1,0,3.27,0
PAY_05492,237.34,insufficient_funds,2,8,4,0,9.56,1
PAY_05493,2031.68,gateway_timeout,19,10,0,0,10.43,1
PAY_05494,1450.23,mandate_expired,55,5,2,0,1.09,1
PAY_05495,5474.22,other,39,9,3,0,8.62,0
PAY_05496,3556.26,other,41,14,1,0,7.03,0
PAY_05497,1371.07,gateway_timeout,19,11,2,0,12.81,1
PAY_05498,4509.79,checkout_abandon,47,4,6,1,8.15,0
PAY_05499,5152.87,insufficient_funds,56,5,1,0,5.53,0
PAY_05500,1159.22,mandate_expired,38,5,2,0,9.51,0
PAY_05501,1526.94,card_expired,14,5,1,0,1.74,1
